Place	State	Latitude	Longitude
Polk 	NE	41.075188	-97.782774
Ponca 	NE	42.565374	-96.70911
Ponca 	NE	42.565374	-96.70911
Ponca 	NE	42.588651	-96.731599
Porter 	NE	40.216905	-95.846531
Potter 	NE	41.218912	-103.314287
Potter 	NE	41.218912	-103.314287
Prague 	NE	41.309712	-96.808592
Prague village 	NE	41.310596	-96.807351
Prague village 	NE	41.305082	-96.811721
Prairie 	NE	40.392467	-99.360225
Prairie Creek 	NE	40.996412	-98.425872
Prairie Creek 	NE	41.107234	-98.211567
Prairie Creek 	NE	41.358602	-97.762051
Prairie Dog 	NE	40.040626	-99.350609
Prairie Island 	NE	41.140269	-97.882133
Precinct 	NE	42.82338	-97.424964
Precinct 	NE	42.745511	-97.419832
Precinct 	NE	42.737078	-97.08472
Precinct 	NE	42.655803	-97.189951
Precinct 	NE	42.649283	-97.297055
Precinct 	NE	42.648889	-97.435033
Precinct 	NE	42.569247	-97.426049
Precinct 	NE	42.568992	-97.309081
Precinct 	NE	42.576702	-97.198537
Precinct 	NE	42.568865	-97.073455
Precinct 	NE	42.484036	-97.068792
Precinct 	NE	42.484255	-97.298873
Precinct 	NE	42.398142	-97.309206
Precinct 	NE	40.915067	-97.082835
Precinct 	NE	40.826676	-97.079639
Preston 	NE	40.034136	-95.517287
Preston 	NE	40.034136	-95.517287
Primrose 	NE	41.623625	-98.23721
Primrose 	NE	41.623625	-98.23721
Prosser 	NE	40.688695	-98.577311
Prosser 	NE	40.688695	-98.577311
Quinnebaugh 	NE	41.963477	-96.180575
Ragan 	NE	40.310627	-99.290058
Ragan village 	NE	40.310627	-99.288658
Ragan village 	NE	40.310637	-99.293005
Ralston 	NE	41.20135	-96.036693
Ralston 	NE	41.20135	-96.036693
Ramshorn 	NE	41.785991	-97.197246
Randolph 	NE	42.377337	-97.357225
Randolph 	NE	42.377337	-97.357225
Ravenna 	NE	41.026786	-98.913004
Ravenna 	NE	41.026786	-98.913004
Raymond 	NE	40.956553	-96.781479
Raymond 	NE	40.956553	-96.781479
Red Cloud 	NE	40.086104	-98.522316
Red Cloud city 	NE	40.079742	-98.521702
Red Cloud city 	NE	40.092376	-98.525016
Red Cloud city 	NE	40.090337	-98.519565
Redington 	NE	41.555045	-103.252052
Remainder of Adams 	NE	41.699014	-97.077458
Remainder of Adams 	NE	40.474689	-96.510736
Remainder of Alda 	NE	40.830536	-98.437491
Remainder of Algernon 	NE	41.227618	-99.297956
Remainder of Ansley 	NE	41.288554	-99.395334
Remainder of Antelope 	NE	40.305341	-98.894762
Remainder of Antelope 	NE	40.306501	-99.237509
Remainder of Arapahoe 	NE	40.275217	-99.910415
Remainder of Arcadia 	NE	41.437855	-99.154289
Remainder of Armada 	NE	40.923372	-99.36497
Remainder of Arnold 	NE	41.454208	-100.168961
Remainder of Arthur 	NE	41.568651	-101.690175
Remainder of Ashland 	NE	41.033492	-96.39998
Remainder of Ashton 	NE	41.300638	-98.815388
Remainder of Atkinson 	NE	42.587248	-98.980425
Remainder of Avoca 	NE	40.820451	-96.073568
Remainder of Bancroft 	NE	42.043768	-96.614534
Remainder of Barada 	NE	40.218249	-95.573144
Remainder of Barneston 	NE	40.044983	-96.637788
Remainder of Bartlett 	NE	41.834865	-98.499248
Remainder of Basin 	NE	42.914627	-99.151676
Remainder of Bassett 	NE	42.586315	-99.541714
Remainder of Battle 	NE	41.970254	-97.537723
Remainder of Beaver 	NE	41.561145	-97.897073
Remainder of Beaver 	NE	40.042012	-100.365093
Remainder of Beemer 	NE	41.966047	-96.842953
Remainder of Belle 	NE	40.394419	-97.537953
Remainder of Bellevue 	NE	41.136337	-95.968642
Remainder of Belvidere 	NE	40.253846	-97.532237
Remainder of Benkelman 	NE	40.109613	-101.611251
Remainder of Benkelman 	NE	40.117855	-101.489316
Remainder of Benkelman 	NE	40.029056	-101.600082
Remainder of Berlin 	NE	40.74197	-96.122597
Remainder of Berwyn 	NE	41.331868	-99.499789
Remainder of Big 	NE	41.106935	-102.1472
Remainder of Blackbird 	NE	42.145363	-96.353041
Remainder of Bladen 	NE	40.287281	-98.598142
Remainder of Blue 	NE	40.135583	-96.638843
Remainder of Blue 	NE	41.614258	-102.12467
Remainder of Blue 	NE	40.270575	-98.396296
Remainder of Bluff 	NE	41.084087	-97.895033
Remainder of Bone 	NE	41.35801	-97.070811
Remainder of Bowen 	NE	42.692411	-103.803458
Remainder of Bradshaw 	NE	40.914136	-97.763262
Remainder of Brady 	NE	41.04345	-100.36281
Remainder of Brewster 	NE	41.930014	-99.813981
Remainder of Bristow 	NE	42.834136	-98.594947
Remainder of Broadwater 	NE	41.604532	-102.783598
Remainder of Brownville 	NE	40.421966	-95.715918
Remainder of Brule 	NE	41.130653	-101.950604
Remainder of Bruning 	NE	40.323492	-97.550809
Remainder of Bryant 	NE	40.39429	-97.76543
Remainder of Buckley 	NE	40.050723	-97.314375
Remainder of Buda 	NE	40.562961	-96.745945
Remainder of Burrows 	NE	41.61669	-97.53293
Remainder of Burton 	NE	42.88263	-99.529849
Remainder of Bush 	NE	42.84054	-98.371082
Remainder of Bushnell 	NE	41.19423	-103.919253
Remainder of Butler 	NE	41.387229	-97.497657
Remainder of Butte 	NE	42.910481	-98.830472
Remainder of Byron 	NE	40.04607	-97.746952
Remainder of Cambridge 	NE	40.264412	-100.137675
Remainder of Carleton 	NE	40.298057	-97.668178
Remainder of Castle 	NE	41.728557	-103.497485
Remainder of Cedar 	NE	41.540727	-98.168857
Remainder of Center 	NE	40.913483	-96.179067
Remainder of Center 	NE	41.265622	-96.618715
Remainder of Central 	NE	41.318738	-99.068999
Remainder of Chambers 	NE	42.218914	-98.767393
Remainder of Chapin 	NE	42.218241	-97.184701
Remainder of Chapman 	NE	41.029844	-98.154202
Remainder of Chapman 	NE	41.178347	-96.733922
Remainder of Chappell 	NE	41.171188	-102.504623
Remainder of Chelsea 	NE	40.481282	-97.537952
Remainder of Chester 	NE	41.340964	-96.849542
Remainder of Chicago 	NE	41.2412	-96.224568
Remainder of Clatonia 	NE	40.479582	-96.855995
Remainder of Clear 	NE	41.093581	-96.396543
Remainder of Clearwater 	NE	42.130502	-98.236785
Remainder of Cody 	NE	42.891661	-101.287979
Remainder of Comstock 	NE	41.590574	-99.247298
Remainder of Concord 	NE	42.392595	-96.955818
Remainder of Cotesfield 	NE	41.360407	-98.618523
Remainder of Cottonwood 	NE	40.480872	-98.666602
Remainder of Craig 	NE	41.758825	-96.407551
Remainder of Creighton 	NE	42.479248	-97.901491
Remainder of Creston 	NE	41.698542	-97.312358
Remainder of Crookston 	NE	42.900227	-100.788997
Remainder of Cub Creek 	NE	40.216655	-97.099022
Remainder of Culbertson 	NE	40.213357	-100.817017
Remainder of Custer 	NE	42.853996	-99.686929
Remainder of Dannebrog 	NE	41.118795	-98.582674
Remainder of Davenport 	NE	40.307369	-97.774779
Remainder of Dawes 	NE	42.066674	-96.472234
Remainder of De Witt 	NE	40.392454	-96.972007
Remainder of Decatur 	NE	41.974646	-96.284987
Remainder of Deer 	NE	42.30914	-97.183857
Remainder of Delaware 	NE	40.654546	-96.009281
Remainder of Delight 	NE	41.252335	-99.959335
Remainder of Denton 	NE	40.739544	-96.851048
Remainder of Deshler 	NE	40.125291	-97.754831
Remainder of Dewey 	NE	41.899506	-103.522639
Remainder of Dickens 	NE	40.827353	-100.986131
Remainder of Divide 	NE	40.827654	-99.124945
Remainder of Divide 	NE	40.482692	-99.237942
Remainder of Dix 	NE	41.207401	-103.470771
Remainder of Doniphan 	NE	40.778124	-98.330131
Remainder of Dorchester 	NE	40.655801	-97.08625
Remainder of Dorsey 	NE	42.368734	-103.015874
Remainder of Douglas 	NE	41.197168	-96.023666
Remainder of Dublin 	NE	41.646022	-98.237707
Remainder of Dunning 	NE	41.775458	-100.056484
Remainder of East 	NE	41.10424	-97.539659
Remainder of East 	NE	40.232146	-100.252523
Remainder of East 	NE	40.219392	-95.701004
Remainder of Eastern 	NE	42.387912	-97.430586
Remainder of Eaton 	NE	40.568422	-98.783997
Remainder of Eckery 	NE	40.848747	-101.700708
Remainder of Edgar 	NE	40.391913	-98.000352
Remainder of Edison 	NE	40.263719	-99.798788
Remainder of Eight 	NE	41.005401	-96.060862
Remainder of Elba 	NE	41.286022	-98.591821
Remainder of Elk 	NE	40.91805	-96.848099
Remainder of Elk 	NE	40.220695	-97.87896
Remainder of Elk 	NE	41.264071	-96.852084
Remainder of Ellsworth 	NE	42.299283	-98.005182
Remainder of Elm Creek 	NE	40.723788	-99.367092
Remainder of Elmwood 	NE	40.915078	-96.286911
Remainder of Elsie 	NE	40.847861	-101.361351
Remainder of Elwood 	NE	40.5851	-99.795556
Remainder of Elyria 	NE	41.700101	-99.015469
Remainder of Emerson 	NE	42.320419	-96.675316
Remainder of Emerson 	NE	42.32938	-96.755338
Remainder of Emerson 	NE	40.221303	-99.57655
Remainder of Emmet 	NE	42.429179	-98.817238
Remainder of Endicott 	NE	40.045601	-97.088117
Remainder of Ericson 	NE	41.792552	-98.646062
Remainder of Eureka 	NE	40.306905	-97.308617
Remainder of Everett 	NE	41.966601	-96.517793
Remainder of Everett 	NE	41.609732	-96.615586
Remainder of Ewing 	NE	42.214316	-98.39533
Remainder of Exeter 	NE	40.654916	-97.425502
Remainder of Fairfield 	NE	40.39121	-98.108894
Remainder of Fairmont 	NE	40.652701	-97.530471
Remainder of Fairview 	NE	40.660477	-100.034071
Remainder of Farnam 	NE	40.744548	-100.166698
Remainder of Filley 	NE	40.303356	-96.510371
Remainder of Flournoy 	NE	42.201637	-96.713445
Remainder of Ford 	NE	41.974906	-103.924891
Remainder of Foster 	NE	42.313556	-97.649817
Remainder of Franklin 	NE	40.394939	-97.426034
Remainder of Galena 	NE	42.481624	-96.837212
Remainder of Gandy 	NE	41.489629	-100.46099
Remainder of Garfield 	NE	42.299195	-98.232377
Remainder of Garfield 	NE	42.852781	-99.865519
Remainder of Garfield 	NE	40.566578	-99.588162
Remainder of Geneva 	NE	40.567291	-97.65395
Remainder of Gering 	NE	41.771961	-103.664541
Remainder of Gibbon 	NE	40.735387	-98.902758
Remainder of Gilead 	NE	40.153713	-97.445194
Remainder of Glen 	NE	40.472688	-95.829352
Remainder of Glengary 	NE	40.482111	-97.424723
Remainder of Glenvil 	NE	40.485385	-98.231388
Remainder of Glenwood 	NE	40.045132	-96.857223
Remainder of Golden 	NE	42.30766	-98.388931
Remainder of Grafton 	NE	40.659876	-97.775763
Remainder of Grant 	NE	40.825488	-99.253064
Remainder of Grant 	NE	40.175534	-98.785254
Remainder of Grant 	NE	40.876147	-101.849894
Remainder of Grant 	NE	40.130609	-95.841744
Remainder of Granville 	NE	41.699249	-97.538372
Remainder of Greeley 	NE	41.589306	-98.549639
Remainder of Greenwood 	NE	40.913182	-96.400602
Remainder of Guide 	NE	40.072731	-98.373897
Remainder of Gurley 	NE	41.275881	-102.992724
Remainder of Haigler 	NE	40.158613	-101.938868
Remainder of Hamlet 	NE	40.393598	-101.236293
Remainder of Hancock 	NE	42.136294	-97.19115
Remainder of Hardy 	NE	40.048201	-97.870485
Remainder of Harrison 	NE	40.570032	-99.698693
Remainder of Harrison 	NE	41.163186	-99.100798
Remainder of Harvard 	NE	40.650018	-98.103549
Remainder of Hay 	NE	42.734782	-102.681173
Remainder of Hayes 	NE	40.485255	-101.00865
Remainder of Hayes 	NE	40.484906	-99.010633
Remainder of Hays 	NE	40.739087	-97.644694
Remainder of Henderson 	NE	40.743262	-97.763381
Remainder of Hendley 	NE	40.096023	-99.957338
Remainder of Hendricks 	NE	40.56061	-96.415856
Remainder of Hershey 	NE	41.16863	-101.030473
Remainder of Highland 	NE	40.471154	-96.74656
Remainder of Highland 	NE	41.981362	-97.661045
Remainder of Holbrook 	NE	40.263567	-100.022292
Remainder of Holt 	NE	40.391947	-96.743108
Remainder of Hooker 	NE	42.6863	-96.95659
Remainder of Hooper 	NE	41.609491	-96.501135
Remainder of Hopewell 	NE	40.386508	-101.053986
Remainder of Hoskins 	NE	42.134221	-97.310236
Remainder of Hubbard 	NE	42.378861	-96.613386
Remainder of Humphrey 	NE	41.702283	-97.422413
Remainder of Hunter 	NE	42.213678	-96.949603
Remainder of Hyannis 	NE	41.917324	-101.743191
Remainder of Inavale 	NE	40.125413	-98.640818
Remainder of Indianola 	NE	40.220618	-100.369163
Remainder of Inman 	NE	42.335577	-98.556604
Remainder of Island 	NE	40.138482	-96.528646
Remainder of Jackson 	NE	40.797501	-98.673931
Remainder of Jefferson 	NE	41.3451	-96.146363
Remainder of Jefferson 	NE	40.221648	-96.973777
Remainder of Jefferson 	NE	40.044921	-95.512146
Remainder of Johnstown 	NE	42.446025	-100.070366
Remainder of Juniata 	NE	40.565531	-98.556111
Remainder of Kenesaw 	NE	40.664027	-98.671526
Remainder of Kennebec 	NE	41.005164	-99.681472
Remainder of Kilfoil 	NE	41.488615	-99.798203
Remainder of Kilgore 	NE	42.896085	-100.944339
Remainder of Kiowa 	NE	41.825748	-103.959309
Remainder of La Platte 	NE	41.084133	-95.939739
Remainder of Lafayette 	NE	40.485279	-95.981968
Remainder of Laird 	NE	40.65781	-100.672698
Remainder of Laird 	NE	40.481985	-99.474195
Remainder of Lamar 	NE	40.522978	-101.978153
Remainder of Lebanon 	NE	40.039141	-100.246475
Remainder of Leicester 	NE	40.651121	-98.226935
Remainder of Leshara 	NE	41.334081	-96.447333
Remainder of Lewis 	NE	40.569225	-98.00037
Remainder of Liberty 	NE	40.824083	-95.896828
Remainder of Liberty 	NE	40.052012	-96.51739
Remainder of Liberty 	NE	40.138285	-95.718602
Remainder of Lincoln 	NE	41.696931	-96.971977
Remainder of Lincoln 	NE	40.482419	-98.895112
Remainder of Lincoln 	NE	42.481267	-97.541478
Remainder of Linwood 	NE	41.353906	-96.961319
Remainder of Lodgepole 	NE	41.228989	-102.686262
Remainder of Logan 	NE	41.960467	-98.124086
Remainder of Logan 	NE	40.394032	-97.881256
Remainder of Logan 	NE	41.701068	-96.497119
Remainder of Logan 	NE	42.220849	-96.862276
Remainder of Lost 	NE	41.622037	-102.343512
Remainder of Lost 	NE	41.523884	-97.545034
Remainder of Louisville 	NE	40.988647	-96.155809
Remainder of Loup 	NE	41.007061	-99.125634
Remainder of Loup 	NE	41.094676	-98.68425
Remainder of Lynch 	NE	42.826009	-98.480796
Remainder of Madison 	NE	40.56781	-97.539378
Remainder of Madison 	NE	41.899992	-99.598138
Remainder of Madrid 	NE	40.852955	-101.536164
Remainder of Marietta 	NE	41.264485	-96.519846
Remainder of Mariposa 	NE	41.263509	-96.736012
Remainder of Maxwell 	NE	41.058014	-100.501044
Remainder of May 	NE	40.479905	-98.783132
Remainder of Mayfield 	NE	41.003949	-98.547589
Remainder of McArdle 	NE	41.2822	-96.136848
Remainder of McFadden 	NE	40.742786	-97.542646
Remainder of McWilliams 	NE	40.566687	-96.066802
Remainder of Meadow 	NE	42.053786	-97.705529
Remainder of Medicine 	NE	40.773581	-100.785965
Remainder of Merriman 	NE	42.792582	-101.732423
Remainder of Miller 	NE	42.473779	-98.023343
Remainder of Mirage 	NE	40.479471	-99.119454
Remainder of Moorefield 	NE	40.663969	-100.390189
Remainder of Morse 	NE	41.408721	-96.742323
Remainder of Morton 	NE	42.9409	-98.606702
Remainder of Morton 	NE	41.001421	-97.653219
Remainder of Mullally 	NE	40.134403	-99.231921
Remainder of Mullen 	NE	41.888368	-101.141252
Remainder of Natick 	NE	41.886927	-100.339407
Remainder of Nehawka 	NE	40.832126	-95.995933
Remainder of Nelson 	NE	40.221256	-98.103784
Remainder of Nemaha 	NE	40.657442	-96.511038
Remainder of Nemaha 	NE	40.308185	-95.682127
Remainder of Nenzel 	NE	42.784674	-101.031937
Remainder of Newcastle 	NE	42.67003	-96.851396
Remainder of Newport 	NE	42.593468	-99.300508
Remainder of Newton 	NE	40.045438	-96.973565
Remainder of Nickerson 	NE	41.524714	-96.498139
Remainder of Niobrara 	NE	42.722597	-97.999109
Remainder of Nora 	NE	40.13567	-97.993679
Remainder of North 	NE	42.632185	-99.742709
Remainder of North 	NE	40.311072	-98.792717
Remainder of North 	NE	40.672885	-96.172774
Remainder of North 	NE	41.228237	-97.435362
Remainder of North 	NE	41.249845	-97.569505
Remainder of North 	NE	41.404343	-96.613305
Remainder of North 	NE	42.878807	-102.477474
Remainder of North 	NE	41.341151	-98.94175
Remainder of North 	NE	41.535029	-98.820209
Remainder of Oak 	NE	40.920333	-96.73891
Remainder of Oak Creek 	NE	41.175113	-96.964179
Remainder of Oak Creek 	NE	41.091728	-96.848979
Remainder of Oakdale 	NE	42.038216	-98.008026
Remainder of Oakland 	NE	41.866762	-98.151344
Remainder of Oconee 	NE	41.465524	-97.593523
Remainder of Olive 	NE	40.389038	-97.316449
Remainder of Omadi 	NE	42.314878	-96.471759
Remainder of Omaha 	NE	42.14751	-96.484412
Remainder of Oneida 	NE	40.392832	-99.116025
Remainder of Ord 	NE	41.611947	-98.924584
Remainder of Orleans 	NE	40.136578	-99.459842
Remainder of Orville 	NE	40.743698	-97.994855
Remainder of Oshkosh 	NE	41.311931	-102.498174
Remainder of Otter 	NE	42.46194	-96.752686
Remainder of Overton 	NE	40.76496	-99.511693
Remainder of Oxford 	NE	40.219828	-99.688586
Remainder of Paddock 	NE	40.044818	-96.752189
Remainder of Palisade 	NE	40.316221	-101.160617
Remainder of Palmyra 	NE	40.694117	-96.413493
Remainder of Panama 	NE	40.571606	-96.524723
Remainder of Papillion 	NE	41.1524	-96.061196
Remainder of Paxton 	NE	41.183046	-101.362775
Remainder of Pebble 	NE	41.707116	-96.729414
Remainder of Pender 	NE	42.133321	-96.685947
Remainder of Perry 	NE	42.239822	-96.715977
Remainder of Peru 	NE	40.486224	-95.740306
Remainder of Phillips 	NE	40.905334	-98.197273
Remainder of Pilger 	NE	42.037157	-97.080733
Remainder of Platte 	NE	41.425075	-96.947799
Remainder of Platte 	NE	41.450895	-96.565699
Remainder of Platte 	NE	41.357424	-96.358099
Remainder of Pleasant 	NE	40.130779	-96.976425
Remainder of Plum 	NE	42.393969	-97.544722
Remainder of Plymouth 	NE	40.307743	-96.976625
Remainder of Posen 	NE	41.222384	-98.667669
Remainder of Potter 	NE	41.272987	-103.289875
Remainder of Precinct 	NE	42.819246	-97.275754
Remainder of Precinct 	NE	42.742602	-97.318049
Remainder of Precinct 	NE	42.744606	-97.195434
Remainder of Precinct 	NE	42.65864	-97.074518
Remainder of Precinct 	NE	42.678766	-97.343741
Remainder of Precinct 	NE	42.48186	-97.190861
Remainder of Precinct 	NE	42.482109	-97.420748
Remainder of Precinct 	NE	42.39615	-97.19561
Remainder of Precinct 	NE	42.393928	-97.075509
Remainder of Precinct 	NE	42.833211	-103.088785
Remainder of Precinct 	NE	42.820257	-102.973844
Remainder of Precinct 	NE	42.525034	-103.105722
Remainder of Precinct 	NE	42.75985	-103.075627
Remainder of Precinct 	NE	42.727511	-103.218951
Remainder of Precinct 	NE	42.594415	-103.372585
Remainder of Precinct 	NE	42.84533	-103.411403
Remainder of Precinct 	NE	40.041127	-96.186265
Remainder of Precinct 	NE	40.129747	-96.124593
Remainder of Precinct 	NE	40.202344	-96.063481
Remainder of Precinct 	NE	40.213582	-96.237208
Remainder of Precinct 	NE	40.091118	-96.356712
Remainder of Precinct 	NE	40.044167	-96.066592
Remainder of Precinct 	NE	40.220663	-96.404437
Remainder of Precinct 	NE	40.999473	-97.078915
Remainder of Precinct 	NE	40.999822	-97.25461
Remainder of Precinct 	NE	40.923654	-97.301434
Remainder of Precinct 	NE	40.915477	-97.193336
Remainder of Precinct 	NE	40.952988	-96.967564
Remainder of Precinct 	NE	40.785513	-96.966245
Remainder of Precinct 	NE	40.827901	-97.191004
Remainder of Precinct 	NE	40.826496	-97.31662
Remainder of Precinct 	NE	40.742137	-97.25158
Remainder of Precinct 	NE	40.742189	-97.083139
Remainder of Purdum 	NE	41.964971	-100.111838
Remainder of Raymond 	NE	42.784358	-98.183352
Remainder of Read 	NE	41.090726	-97.309647
Remainder of Reading 	NE	41.177912	-97.310985
Remainder of Red 	NE	40.132627	-98.446803
Remainder of Red Willow 	NE	40.220821	-100.471451
Remainder of Richardson 	NE	41.09091	-96.962006
Remainder of Richland 	NE	41.435915	-97.201309
Remainder of Richland 	NE	41.150117	-96.14716
Remainder of Richland 	NE	41.17356	-96.150801
Remainder of Richland 	NE	41.183268	-96.11009
Remainder of Richland 	NE	41.091314	-96.621814
Remainder of Ridnour 	NE	40.210797	-101.036923
Remainder of Riverdale 	NE	40.756363	-99.131005
Remainder of Rock 	NE	41.006137	-96.617012
Remainder of Rockville 	NE	41.117154	-98.856412
Remainder of Rogers 	NE	41.46395	-96.97552
Remainder of Roseland 	NE	40.48837	-98.551754
Remainder of Royal 	NE	42.299145	-98.116033
Remainder of Rulo 	NE	40.043471	-95.422136
Remainder of Russell 	NE	40.698234	-96.288844
Remainder of Salem 	NE	40.308912	-99.018559
Remainder of Salem 	NE	40.041717	-95.722496
Remainder of Salt 	NE	40.988089	-96.410684
Remainder of Saltillo 	NE	40.66135	-96.638662
Remainder of Santee 	NE	42.827989	-97.810384
Remainder of Sappa 	NE	40.132739	-99.573824
Remainder of Sargent 	NE	41.673387	-99.370542
Remainder of Savannah 	NE	41.34564	-97.196952
Remainder of Scotia 	NE	41.540599	-98.667789
Remainder of Seneca 	NE	41.911637	-100.755065
Remainder of Shell 	NE	41.517452	-97.431978
Remainder of Shelton 	NE	40.741811	-98.783192
Remainder of Sherman 	NE	40.218332	-96.511601
Remainder of Sherman 	NE	42.309347	-97.306086
Remainder of Skull 	NE	41.266507	-96.968634
Remainder of South 	NE	42.330783	-99.737023
Remainder of South 	NE	40.992499	-96.283785
Remainder of South 	NE	41.005942	-98.666685
Remainder of South 	NE	41.010382	-98.002626
Remainder of South 	NE	40.564058	-96.634113
Remainder of South 	NE	40.565055	-96.242271
Remainder of South 	NE	40.63394	-96.171017
Remainder of South 	NE	42.123974	-97.424354
Remainder of South 	NE	41.124246	-97.435162
Remainder of South 	NE	41.165051	-97.587666
Remainder of South 	NE	40.399928	-97.199613
Remainder of South 	NE	41.224972	-98.924018
Remainder of Spalding 	NE	41.669048	-98.393565
Remainder of Spencer 	NE	42.905011	-98.719085
Remainder of Spring 	NE	42.391681	-96.847592
Remainder of Spring 	NE	41.33238	-98.348469
Remainder of Spring 	NE	40.472092	-96.207925
Remainder of Spring 	NE	40.130765	-97.879215
Remainder of St. 	NE	41.70023	-97.6575
Remainder of St. Johns 	NE	42.464484	-96.585281
Remainder of Stanton 	NE	41.698994	-97.195923
Remainder of Stanton 	NE	40.479913	-97.649625
Remainder of Stapleton 	NE	41.648489	-100.493227
Remainder of Stapleton 	NE	41.437693	-100.612917
Remainder of Sterling 	NE	40.463305	-96.400226
Remainder of Stewart 	NE	41.001612	-97.427512
Remainder of Stockville 	NE	40.567525	-100.383163
Remainder of Stove 	NE	40.830443	-96.296934
Remainder of Strahan 	NE	42.222804	-97.080323
Remainder of Stratton 	NE	40.137289	-101.262375
Remainder of Stuart 	NE	42.585881	-99.156968
Remainder of Sutherland 	NE	41.178124	-101.181424
Remainder of Sutton 	NE	40.565669	-97.877559
Remainder of Swan 	NE	41.097519	-102.389244
Remainder of Swan 	NE	40.38886	-97.085408
Remainder of Taylor 	NE	41.885871	-99.512174
Remainder of Thayer 	NE	41.000548	-97.538043
Remainder of Thedford 	NE	41.918002	-100.582468
Remainder of Timber 	NE	41.44622	-98.110421
Remainder of Tipton 	NE	40.821879	-96.413043
Remainder of Todd 	NE	40.30481	-96.146799
Remainder of Township 	NE	41.434611	-96.025721
Remainder of Township 	NE	41.488162	-96.102619
Remainder of Township 	NE	41.624645	-96.259684
Remainder of Township 	NE	41.542501	-96.299047
Remainder of Township 	NE	41.43725	-96.257187
Remainder of Trenton 	NE	40.132114	-101.035151
Remainder of Turkey 	NE	40.042987	-99.117305
Remainder of Turkey 	NE	40.217851	-99.231273
Remainder of Ulysses 	NE	41.091441	-97.199864
Remainder of Union 	NE	41.178787	-97.198005
Remainder of Union 	NE	41.397599	-102.987494
Remainder of Union 	NE	40.73704	-98.105779
Remainder of Union 	NE	40.481639	-99.58634
Remainder of Union 	NE	41.255592	-96.415327
Remainder of Valley 	NE	40.917888	-97.880692
Remainder of Valley 	NE	42.568727	-97.894006
Remainder of Valley 	NE	42.042006	-97.541676
Remainder of Venango 	NE	40.843798	-101.973914
Remainder of Verdigre 	NE	42.569757	-98.011883
Remainder of Verdigris 	NE	42.388983	-98.387228
Remainder of Verona 	NE	40.6549	-98.554313
Remainder of Victor 	NE	40.307147	-98.216583
Remainder of Victoria 	NE	41.650951	-99.812417
Remainder of Waco 	NE	40.92307	-97.43397
Remainder of Wahoo 	NE	41.171513	-96.506084
Remainder of Wakefield 	NE	42.314804	-96.850597
Remainder of Wallace 	NE	40.85539	-101.142062
Remainder of Washington 	NE	40.047433	-98.835207
Remainder of Washington 	NE	40.221155	-99.339846
Remainder of Washington 	NE	40.385644	-95.980831
Remainder of Waterloo 	NE	41.25455	-96.317106
Remainder of Wauneta 	NE	40.547425	-101.407202
Remainder of Waverly 	NE	40.919267	-96.511116
Remainder of Webster 	NE	41.706037	-96.84875
Remainder of Weeping 	NE	40.826082	-96.187833
Remainder of West 	NE	40.650142	-98.325112
Remainder of West 	NE	40.917549	-95.953266
Remainder of West 	NE	41.097627	-97.76108
Remainder of West 	NE	41.096451	-97.640187
Remainder of West 	NE	40.214915	-95.754042
Remainder of Western 	NE	40.30593	-96.406924
Remainder of Winnebago 	NE	42.234372	-96.443923
Remainder of Wolbach 	NE	41.442578	-98.46144
Remainder of Wood 	NE	42.615649	-100.301585
Remainder of Wood 	NE	41.129093	-99.778178
Remainder of Wood 	NE	40.952022	-99.526354
Remainder of Wood 	NE	40.822367	-98.55927
Remainder of Zero 	NE	40.391584	-98.437614
Reno 	NE	42.154659	-102.622957
Republican City 	NE	40.10026	-99.222439
Republican City 	NE	40.10026	-99.222439
Republican City 	NE	40.04205	-99.232451
Reuben 	NE	40.21977	-99.456282
Reynolds 	NE	40.060387	-97.335873
Reynolds 	NE	40.060387	-97.335873
Richland 	NE	41.437286	-97.214125
Richland 	NE	41.437286	-97.214125
Richland 	NE	40.211731	-97.206177
Ridgeley 	NE	41.611789	-96.733295
Ringgold 	NE	40.755505	-99.977576
Rising City 	NE	41.198612	-97.296903
Rising City 	NE	41.198612	-97.296903
Riverdale 	NE	40.783602	-99.159986
Riverdale village 	NE	40.786354	-99.164057
Riverdale village 	NE	40.783602	-99.159986
Riverside 	NE	41.865593	-96.179755
Riverside 	NE	40.221722	-96.743212
Riverside 	NE	40.220513	-100.932111
Riverton 	NE	40.088856	-98.759234
Riverton village 	NE	40.092895	-98.759666
Riverton village 	NE	40.085653	-98.759178
Robb 	NE	40.65721	-99.700368
Roca 	NE	40.6581	-96.661655
Roca 	NE	40.6581	-96.661655
Rock Creek 	NE	40.132052	-97.083657
Rock Creek 	NE	40.5642	-95.883267
Rock Creek 	NE	41.089273	-96.735624
Rock Falls 	NE	42.634101	-98.704611
Rockford 	NE	40.212378	-96.633337
Rockford 	NE	41.809618	-99.165067
Rockville 	NE	41.119268	-98.831089
Rockville 	NE	41.119268	-98.831089
Rogers 	NE	41.464628	-96.916155
Rogers 	NE	41.464628	-96.916155
Roosevelt 	NE	41.895353	-98.820085
Rosalie 	NE	42.056868	-96.512713
Rosalie 	NE	42.056868	-96.512713
Rosedale 	NE	41.265251	-100.916456
Roseland 	NE	40.470915	-98.557923
Roseland 	NE	40.470915	-98.557923
Roselma 	NE	41.653966	-98.119375
Roubadeau 	NE	41.773662	-103.79599
Royal 	NE	42.332699	-98.125021
Royal 	NE	42.332699	-98.125021
Rulo 	NE	40.052029	-95.429981
